"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"2582",30,19,1,0,48,18.5,2.87,1.05,6.01,1.79,1,1,0,-1,-1,1,2,0,2,0,0,0,0,0,0,2,1,1,1,19,1,0,0,0,0,0,1,0,0,0,9,5,1,1,1,4,2,4,0,2,0,3,5,5,245.5,1,3,1,5.85,1.77,16.6,1,24.5,3.2,60.95,4.11,1,54.9,90.65,1,8.75,2.17,5,1.61,1,32.45,3.48,52.9,3.97,0,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,0,0,0,0,"2","1","November","2","0","3","1","1","19.6","0","3","2","4","3","3","low_spend_cust"
"2586",38,17,0,8,56,15.1,2.97,1.09,5.49,1.7,0,1,1,19,4,2,0,0,0,0,0,0,0,0,1,3,1,0,1,23,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,3,2,3,0,20,0,15,9,5,120.61,0,44,0,11.2,2.42,519.2,0,0,2.44,0,6,0,0,0,1,28.25,3.34,1110,7.01,0,0,2.68,0,6.34,1,0,0,0,0,0,0,0,1,21,1,1,1,0,1,1,1,0,1,0,0,1,"4","1","September","1","0","3","3","0","29.1","0","1","1","2","2","2","medium_spend_cust"
"2592",74,14,0,1,9,6,0.35,-1.06,0.19,-1.65,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,1,0,3,22,0,1,1,0,0,0,0,0,0,0,9,4,1,0,0,1,1,3,0,16,0,7,8,7,211.05,0,27,0,6.95,1.94,177.15,0,0,2.44,0,5.9,0,0,0,1,16.5,2.8,445,6.1,0,0,2.54,0,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1","0","August","2","1","2","3","0","4.6","1","4","2","1","2","0","medium_spend_cust"
"2596",53,15,0,11,26,22.7,1.92,0.65,3.98,1.38,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,1,1,8,36,1,0,1,1,0,0,0,1,0,0,9,4,1,0,1,3,3,3,0,11,0,12,5,4,71.05,0,31,1,10.1,2.31,289.8,0,0,2.4,0,5.68,1,35.8,1099.15,0,0,1.91,0,5.22,1,23.25,3.15,676.65,6.52,1,1,1,0,0,0,0,1,1,13,1,1,1,0,1,1,1,0,1,0,0,0,"5","0","June","1","0","1","4","0","9.1","0","2","2","3","3","2","low_spend_cust"
"2604",21,15,1,0,20,12.9,0.39,-0.95,2.19,0.79,1,2,0,-1,-1,2,4,0,1,0,0,0,0,3,1,2,1,0,5,24,0,0,0,1,1,0,0,1,0,1,9,4,1,0,1,3,2,2,0,3,0,3,9,0,0,1,11,0,11.4,2.43,120.05,0,0,2.42,0,4.64,0,0,0,0,0,2.25,0,4.74,1,18.05,2.89,180.9,5.2,0,0,0,0,1,1,0,0,1,26,1,1,1,1,1,1,1,0,0,0,0,0,"4","0","November","5","0","1","1","0","10.8","0","5","2","1","1","1","low_spend_cust"
"2612",21,13,0,1,22,3.5,0.33,-1.11,0.44,-0.82,0,2,0,-1,-1,1,12,1,0,0,0,0,0,11,1,4,0,0,1,30,1,0,0,0,0,0,0,1,0,1,2,2,1,1,0,2,1,4,0,2,1,1,12,7,223.16,1,2,1,1.75,0.56,5.6,0,0,2.3,0,2.82,1,23.55,14.65,0,0,2.3,0,2.71,1,16.7,2.82,19.3,2.96,0,0,0,0,0,0,0,1,1,12,1,1,1,0,1,1,1,0,0,0,0,0,"5","0","January","1","0","1","1","0","9.7","0","5","4","2","1","2","low_spend_cust"
"2618",32,22,0,1,83,16.2,1.91,0.65,11.54,2.45,1,2,1,23,5,4,0,0,0,0,0,0,0,0,1,4,1,0,1,40,1,0,0,1,0,0,0,0,0,0,9,3,1,1,1,4,4,4,0,14,0,14,15,5,121.82,0,49,0,17.8,2.88,901.45,1,20.5,3.02,1010.8,6.92,1,32.9,1584.1,0,0,1.83,0,5.95,0,0,2.89,0,6.89,1,1,0,0,0,0,1,1,1,26,1,1,1,1,1,1,1,1,0,0,0,0,"5","1","May","2","0","1","3","0","41.4","1","3","4","2","3","4","medium_spend_cust"
"2623",27,9,0,3,32,0.5,0.06,-2.88,0.1,-2.26,0,2,1,9,1,4,0,0,0,0,0,0,0,0,1,3,1,0,1,34,1,0,0,0,0,0,0,1,0,0,9,5,0,1,1,1,3,3,0,9,0,9,7,4,141.05,1,41,0,10.4,2.34,445.6,0,0,2.28,0,6.08,0,0,0,0,0,2.74,0,6.43,0,0,2.72,0,6.53,0,0,0,0,0,0,0,0,1,24,1,1,1,0,0,0,1,0,1,0,1,0,"3","0","March","1","0","1","1","1","18.7","1","3","4","2","3","0","medium_spend_cust"
"2628",53,15,0,4,47,12.2,3.07,1.12,2.66,0.98,1,2,0,-1,-1,2,0,0,0,0,0,0,0,0,1,2,1,1,8,34,1,0,0,1,0,0,0,1,0,0,9,6,1,1,0,3,1,4,1,8,1,2,5,5,186.14,1,11,0,5.65,1.73,63.5,0,0,2.3,0,4.02,0,0,0,0,0,1.98,0,3.4,0,0,2.54,0,3.74,0,0,0,0,0,0,0,0,1,22,1,1,1,0,1,0,0,0,0,0,0,0,"4","0","December","2","0","1","4","1","31.1","0","2","4","3","3","0","low_spend_cust"
"2636",41,13,0,10,81,12.4,2.21,0.79,7.83,2.06,0,3,1,9,1,3,9,0,0,0,0,0,0,9,1,2,1,0,1,22,1,0,1,1,0,0,0,1,0,0,9,4,0,0,0,4,1,2,0,23,0,16,10,4,192.94,1,55,1,25.8,3.25,1408.45,1,42.5,3.75,2359.5,7.77,0,0,0,1,5.75,1.75,280,5.63,0,0,2.94,0,6.95,0,0,0,1,1,1,1,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","July","4","0","1","3","1","44.4","0","1","2","3","3","0","medium_spend_cust"
"2638",46,13,0,2,28,11.7,0.76,-0.27,2.52,0.92,0,1,1,9,1,2,3,0,0,3,0,0,0,0,0,4,1,1,1,27,1,0,1,0,0,0,1,1,0,0,9,2,1,0,0,3,1,3,0,24,0,17,7,3,66.68,1,44,0,15,2.71,653.65,0,0,2.28,0,6.15,0,0,0,1,15.75,2.76,725,6.59,0,0,2.72,0,6.57,1,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,"4","0","November","2","0","1","3","1","9.9","0","2","3","1","1","0","low_spend_cust"
"2647",59,9,0,9,47,1.4,0.35,-1.06,0.31,-1.17,0,3,1,15,3,2,5,0,0,0,1,0,0,4,1,2,1,1,1,38,1,0,1,0,0,1,0,0,0,0,9,4,0,0,1,2,3,3,0,19,0,15,11,6,128.54,0,45,0,6.25,1.83,284.1,1,18.75,2.93,772.75,6.65,0,0,0,1,7.25,1.98,285,5.65,0,0,2.54,0,6.28,1,0,0,0,0,1,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0,"5","1","May","1","0","1","3","0","28.3","0","1","4","4","2","0","medium_spend_cust"
"2652",56,12,0,14,35,10.2,1.7,0.53,1.87,0.63,0,5,1,8,1,2,0,0,0,0,0,0,0,0,0,2,1,0,1,24,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,2,2,1,0,36,0,28,16,4,104.54,1,70,0,25.2,3.23,1835.15,0,0,2.69,0,6.9,0,0,0,1,50.25,3.92,3505,8.16,0,0,3.17,0,7.4,1,1,1,1,1,1,1,0,1,17,1,1,1,0,0,0,0,1,1,0,0,0,"3","0","May","2","0","2","5","0","15.6","0","3","3","2","2","0","medium_spend_cust"
"2654",66,16,0,4,10,4.5,0.16,-1.82,0.29,-1.24,0,2,1,14,2,2,0,0,0,0,0,0,0,0,0,3,0,1,1,29,1,0,0,0,0,0,0,1,0,0,9,5,0,1,1,4,2,4,0,21,1,11,7,0,0,1,46,1,6.5,1.87,293.3,0,0,2.69,0,6.22,0,0,0,0,0,1.66,0,5.16,0,0,2.82,0,6.15,1,0,0,0,0,0,0,1,1,27,0,1,0,0,1,0,0,0,1,0,0,0,"2","1","March","2","1","2","4","1","6.3","0","2","4","2","2","3","low_spend_cust"
"2656",55,14,0,11,46,5.5,0.9,-0.1,1.63,0.49,0,2,1,11,1,2,6,2,3,0,0,0,0,1,1,2,1,0,1,22,1,0,0,1,1,0,0,0,0,0,9,5,0,0,1,4,1,4,0,25,1,19,12,5,166.16,0,44,0,14.9,2.7,619.95,0,0,2.3,0,6.05,0,0,0,1,9,2.2,340,5.83,0,0,2.68,0,6.28,0,0,0,0,1,0,0,0,1,19,1,1,1,0,1,1,1,1,1,0,0,0,"3","0","April","3","0","1","4","1","23.4","1","3","4","2","3","0","medium_spend_cust"
"2676",51,15,0,9,103,5,0.62,-0.47,4.53,1.51,0,5,1,15,3,4,0,0,0,0,0,0,0,0,1,5,1,0,1,27,1,0,1,1,0,0,1,1,0,1,9,5,0,1,0,1,3,2,0,24,0,17,12,0,0,0,45,0,10.6,2.36,464.7,0,0,2.17,0,6,0,0,0,1,35.5,3.57,1615,7.39,0,0,2.82,0,6.63,0,0,0,1,0,0,0,0,1,15,1,1,1,0,0,0,1,0,0,0,0,0,"5","0","October","1","0","1","4","0","50","1","4","2","3","3","0","medium_spend_cust"
"2682",73,15,0,7,14,10.2,0.38,-0.98,1.05,0.05,0,4,0,-1,-1,1,13,2,0,0,0,0,0,11,1,2,0,1,4,28,0,0,0,1,0,0,0,0,0,0,9,3,0,1,0,1,4,2,0,26,1,20,10,4,197.43,1,52,0,11.7,2.46,563.4,0,0,2.82,0,6.84,0,0,0,1,12.75,2.55,690,6.54,0,0,2.93,0,6.82,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","March","2","1","1","5","0","4.7","0","4","4","3","3","0","medium_spend_cust"
"2691",25,19,0,0,18,8.9,0.34,-1.07,1.26,0.23,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,17,1,1,0,1,0,0,0,1,0,0,9,3,0,0,1,4,1,4,0,3,0,2,10,8,189.84,1,6,1,3.55,1.27,16.4,0,0,2.35,0,4.07,1,31.55,117.7,1,10,2.3,45,3.81,1,20.45,3.02,99.65,4.6,0,1,1,1,0,1,1,0,1,20,0,0,1,0,1,1,1,1,0,0,0,1,"1","1","November","2","0","1","1","1","8.1","0","3","3","2","1","1","medium_spend_cust"
"2696",61,14,0,10,26,5,0.31,-1.16,0.99,-0.01,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,19,1,0,0,1,1,0,0,1,0,1,2,4,0,0,1,3,1,3,0,22,0,19,11,2,55.03,1,46,0,13.1,2.57,605.35,1,25.5,3.24,1212.2,7.1,0,0,0,1,22.25,3.1,1090,6.99,0,0,2.82,0,6.59,1,0,0,1,1,1,1,0,1,30,1,1,1,0,0,0,0,0,1,0,0,0,"5","0","January","2","1","1","5","0","13.7","0","4","3","1","1","0","low_spend_cust"
"2701",27,12,0,2,24,2.3,0.09,-2.41,0.46,-0.77,0,1,1,10,1,3,7,3,0,0,0,1,0,3,1,2,1,0,1,24,1,0,0,0,0,0,0,1,0,0,1,5,1,1,0,4,1,1,0,9,0,9,8,3,84.62,1,46,0,16.2,2.79,737.4,0,0,2.35,0,6.27,0,0,0,1,9,2.2,405,6,0,0,2.72,0,6.75,0,0,0,0,0,0,1,0,1,24,1,1,1,0,0,1,0,0,1,0,0,0,"1","0","March","1","0","1","1","1","10.8","1","2","2","3","1","0","medium_spend_cust"
"2703",63,15,1,17,101,0.6,0.09,-2.38,0.51,-0.67,0,4,1,17,4,2,0,0,0,0,0,0,0,0,0,5,1,0,1,17,1,0,1,0,0,0,0,0,0,1,9,2,0,1,1,3,1,3,1,38,0,29,12,10,506.13,1,70,0,13.7,2.62,1023.05,1,21,3.04,1434.7,7.27,0,0,0,1,30.75,3.43,2160,7.68,0,0,3.04,0,7.34,1,0,0,0,0,0,0,0,1,17,1,1,1,0,0,0,1,0,1,0,0,0,"1","1","August","1","0","1","5","0","50.7","0","2","1","4","1","0","medium_spend_cust"
"2710",34,15,0,7,24,4.5,0.72,-0.33,0.36,-1.02,0,2,0,-1,-1,2,1,0,1,0,0,0,0,0,1,3,1,0,1,30,1,0,0,0,0,0,0,1,0,0,9,5,1,0,0,3,4,1,0,16,0,16,14,2,33.83,0,53,0,25.55,3.24,1365.05,0,0,2.4,0,6.28,0,0,0,1,26,3.26,1330,7.19,1,28.7,3.36,1527.3,7.33,1,0,0,0,0,1,0,1,1,20,1,1,1,0,1,1,1,1,1,0,0,0,"4","1","May","5","0","3","3","1","9","0","2","4","3","3","2","medium_spend_cust"
"2719",66,11,0,23,26,6.9,0.33,-1.11,1.46,0.38,0,3,1,12,2,2,0,0,0,0,0,0,0,0,0,2,1,0,5,24,0,0,0,1,1,0,0,1,0,0,9,6,1,0,0,1,4,4,0,40,0,30,11,11,371.41,1,71,0,43.6,3.78,3132.45,1,33.5,3.51,2447.1,7.8,0,0,0,1,26.75,3.29,1820,7.51,0,0,2.98,0,7.17,1,0,0,1,1,1,0,0,1,20,1,1,1,0,1,0,0,0,1,1,0,0,"1","0","February","3","1","2","5","0","9.9","1","2","1","2","3","0","medium_spend_cust"
"2725",26,10,0,3,20,18.3,1.75,0.56,1.91,0.65,1,2,0,-1,-1,3,7,0,0,0,0,0,0,7,1,0,-1,0,4,22,0,0,0,1,0,0,0,0,0,0,9,4,1,0,1,2,4,3,1,3,1,5,5,6,63.53,1,5,0,3.15,1.15,18.85,0,0,2.71,0,4.23,0,0,0,0,0,1.7,0,3.69,0,0,2.68,0,3.89,0,0,0,0,0,0,0,0,1,23,0,1,0,0,1,0,0,0,0,0,0,0,"1","0","February","1","0","3","2","-1","-1","-1","3","1","4","1","0","low_spend_cust"
"2726",43,13,0,4,20,8.5,0.27,-1.31,1.43,0.36,0,2,1,9,1,5,11,0,0,2,0,2,0,7,1,2,1,0,1,21,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,4,3,0,25,0,16,7,6,151.16,0,57,0,12.6,2.53,730.7,1,23.5,3.16,1296.5,7.17,0,0,0,1,20.25,3.01,1030,6.94,0,0,2.88,0,6.87,0,0,0,0,1,1,1,0,1,19,1,1,1,0,0,0,0,0,1,1,0,0,"2","0","June","2","0","1","4","0","13.7","0","2","2","3","3","0","low_spend_cust"
"2738",62,11,0,5,53,10.8,1.75,0.56,3.98,1.38,1,2,1,15,3,2,0,0,0,0,0,0,0,0,0,2,1,0,1,18,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,5,4,3,1,8,1,5,10,8,318.41,0,21,0,4.65,1.54,59.85,0,0,2.2,0,5.2,0,0,0,0,0,2.22,0,5.37,0,0,2.72,0,6.03,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,0,0,0,0,"1","0","October","2","0","1","4","0","25.6","0","2","3","2","1","0","medium_spend_cust"
"2754",64,15,1,28,180,2.8,2.36,0.86,2.68,0.98,0,5,1,10,1,2,1,1,0,0,0,0,0,0,1,4,1,1,1,36,1,0,0,0,1,0,0,0,1,0,1,6,0,0,1,1,3,4,0,40,0,30,10,2,68.14,1,71,0,27.85,3.33,2047.6,0,0,2.48,0,6.85,1,43.2,3009.2,1,29,3.37,2035,7.62,1,42.15,3.74,2954.15,7.99,1,1,1,1,1,0,0,1,1,20,1,1,1,1,1,1,1,0,1,0,0,0,"5","0","February","5","0","1","5","0","87.6","1","2","4","1","3","4","medium_spend_cust"
"2759",68,8,0,32,186,7.3,4.89,1.59,8.69,2.16,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,4,25,0,0,0,1,0,0,0,0,0,1,9,6,1,0,0,2,3,1,0,39,1,27,8,6,263.4,0,71,0,37.85,3.63,2692.15,1,42,3.74,3026.95,8.02,0,0,0,1,15.5,2.74,1035,6.94,0,0,2.92,0,7.21,1,0,0,1,1,1,1,0,1,19,1,1,1,0,0,0,0,0,0,1,0,0,"2","0","November","6","0","1","5","1","83.8","0","5","3","3","3","0","medium_spend_cust"
"2760",43,13,0,5,68,20.9,5.57,1.72,8.64,2.16,1,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,1,0,1,23,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,3,1,2,0,25,0,23,6,7,245.94,0,49,0,14.3,2.66,747.1,0,0,2.37,0,6.17,0,0,0,1,25.25,3.23,1180,7.07,0,0,2.82,0,6.53,0,0,0,0,0,0,0,0,1,25,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","November","2","0","2","4","0","33.3","0","1","1","3","2","0","low_spend_cust"
"2773",77,17,0,5,10,8.1,0.16,-1.82,0.65,-0.43,0,2,0,-1,-1,1,3,0,1,2,0,0,0,0,0,2,0,0,3,30,0,0,1,0,1,0,1,1,0,0,9,4,1,0,1,5,4,1,0,36,1,25,8,4,63.69,0,65,0,19.8,2.99,1301.2,0,0,2.44,0,6.65,0,0,0,1,24,3.18,1555,7.35,0,0,2.92,0,7.26,1,0,0,0,0,0,0,0,1,19,0,0,1,0,1,0,0,0,1,0,0,0,"3","0","October","2","1","2","5","1","5","0","2","4","4","2","3","low_spend_cust"
"2774",49,15,0,2,59,11.4,4.77,1.56,1.96,0.67,1,3,1,14,2,2,7,0,1,1,0,0,0,5,0,3,1,1,1,29,1,0,1,0,0,0,0,1,0,0,9,4,0,0,1,2,3,4,1,4,1,5,11,4,58.63,1,16,0,8.2,2.1,126.45,1,28.75,3.36,448.65,6.11,1,36.5,513.5,1,8.5,2.14,130,4.87,1,26.55,3.28,393.35,5.97,0,1,1,0,1,1,1,1,1,20,1,1,1,0,1,0,1,0,0,0,0,0,"3","1","June","2","0","2","4","0","30.1","1","4","1","2","3","3","low_spend_cust"
"2775",69,19,0,10,81,8.8,2.8,1.03,4.33,1.46,0,5,1,16,3,2,0,0,0,0,0,0,0,0,1,2,1,0,1,22,1,0,0,0,1,0,0,0,0,0,9,2,0,0,1,4,2,3,0,34,1,25,11,4,148.49,0,68,0,16.3,2.79,1099.3,0,0,2.51,0,6.65,0,0,0,1,20,3,1455,7.28,0,0,2.86,0,7.17,1,0,0,0,1,1,1,0,1,22,1,1,1,0,1,1,0,0,1,1,0,0,"2","1","October","2","0","3","5","0","48.1","0","1","1","2","3","1","medium_spend_cust"
"2778",40,13,0,2,97,14.3,1.3,0.27,12.57,2.53,0,2,1,15,3,4,0,0,0,0,0,0,0,0,1,3,1,0,1,25,1,0,1,1,0,0,0,1,0,0,9,4,0,0,0,3,1,3,0,14,0,10,14,5,243.26,0,36,0,4.1,1.41,140.9,0,0,2.46,0,6.07,0,0,0,0,0,1.83,0,5.63,0,0,2.68,0,6.48,0,0,0,0,1,0,0,0,1,13,1,1,1,0,1,0,1,0,0,0,0,0,"5","0","March","2","0","3","3","0","63.8","0","1","4","2","1","2","medium_spend_cust"
"2780",58,17,0,8,62,13.1,4.61,1.53,3.52,1.26,0,4,0,-1,-1,3,2,2,0,0,0,0,0,0,1,3,1,0,1,31,1,0,0,1,0,0,1,1,0,1,4,3,0,0,1,4,2,3,1,11,0,4,5,10,231.81,0,24,1,15.45,2.74,372.2,0,0,2.33,0,5.54,1,33.15,773.55,1,7.25,1.98,200,5.3,0,0,2.72,0,5.9,0,0,0,0,0,0,0,1,1,21,1,1,1,0,1,1,1,0,0,0,0,0,"4","1","June","2","0","2","5","1","29.5","0","1","2","1","2","2","low_spend_cust"
"2783",60,17,0,8,93,8.2,1.71,0.54,5.92,1.78,0,4,1,17,4,2,1,1,0,0,0,0,0,0,1,0,-1,1,8,16,0,0,0,1,0,0,0,1,0,0,1,4,0,0,1,1,3,2,0,29,0,18,11,7,339.74,0,60,0,17.2,2.84,1045.05,1,30.75,3.43,1898.55,7.55,1,47.55,2873.9,1,15.25,2.72,915,6.82,1,48.85,3.89,2949,7.99,1,1,0,1,1,1,0,1,1,19,1,1,1,1,1,1,1,0,0,0,0,0,"5","0","February","1","0","4","4","-1","-1","-1","2","2","1","2","3","medium_spend_cust"
"2784",41,17,0,16,50,5.3,0.93,-0.08,1.72,0.54,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,22,1,1,0,0,0,0,0,0,0,0,9,4,0,0,1,1,2,4,0,7,0,4,10,9,282.71,0,25,1,6.15,1.82,143.3,1,23.75,3.17,566.75,6.34,1,36,829.05,1,62.75,4.14,1465,7.29,1,44.55,3.8,1103.4,7.01,0,0,0,1,1,1,1,1,1,14,1,1,1,1,1,1,0,0,0,0,0,0,"1","0","January","4","0","1","3","1","30.2","0","4","3","1","2","2","medium_spend_cust"
"2785",52,12,0,16,62,8.5,2.69,0.99,2.58,0.95,0,4,1,13,2,2,10,0,0,0,0,0,0,10,1,3,1,0,1,26,1,1,0,1,1,0,0,1,0,0,9,3,0,0,1,3,4,2,1,34,0,29,7,4,47.83,0,72,0,32,3.47,2284,0,0,2.3,0,6.62,0,0,0,1,20.5,3.02,1430,7.27,0,0,3.03,0,7.36,1,1,0,1,0,1,1,0,1,13,1,1,1,1,1,0,0,0,1,0,0,0,"3","0","June","3","0","1","4","1","25.1","0","2","2","4","2","1","low_spend_cust"
"2808",40,14,1,2,22,5.8,0.45,-0.8,0.83,-0.19,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,8,19,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,3,2,1,0,6,0,7,11,3,176.06,0,21,0,6.3,1.84,133.95,0,0,2.3,0,4.53,0,0,0,0,0,1.83,0,3.91,0,0,2.82,0,5.16,0,0,0,0,0,0,0,0,1,28,0,1,1,0,1,1,0,0,0,0,0,1,"3","0","June","1","0","3","3","-1","-1","-1","5","3","3","1","2","medium_spend_cust"
"2809",18,13,1,0,20,15.1,0.51,-0.68,2.51,0.92,1,1,0,-1,-1,1,2,1,1,0,0,0,0,0,1,1,1,1,6,33,0,0,0,0,0,1,1,0,0,0,9,4,0,1,0,2,3,3,0,0,1,0,14,5,70.8,0,11,0,5.15,1.64,70.4,0,0,2.3,0,4.23,0,0,0,0,0,1.75,0,3,0,0,2.54,0,3.71,1,0,0,0,0,1,0,0,1,28,1,0,0,0,0,1,1,0,0,0,0,0,"4","1","June","2","0","1","1","1","8.8","0","4","3","1","3","0","medium_spend_cust"
"2825",67,18,0,11,68,12.4,2.52,0.92,5.91,1.78,0,2,0,-1,-1,1,3,3,0,0,0,0,0,0,1,1,1,0,4,30,0,0,0,1,0,1,0,0,0,0,9,4,0,0,1,1,1,1,0,18,0,17,15,9,668.38,0,39,0,7.15,1.97,265.35,0,0,2.35,0,5.79,0,0,0,0,0,2.44,0,5.91,1,27.85,3.33,1087.95,6.99,1,1,0,1,1,1,0,0,1,21,1,1,1,1,1,1,0,0,1,0,0,0,"2","0","September","2","0","2","5","0","35.4","1","4","2","4","2","2","medium_spend_cust"
"2832",58,15,0,11,43,2,0.18,-1.7,0.68,-0.39,0,3,0,-1,-1,1,3,3,0,0,0,0,0,0,1,2,0,1,4,24,1,0,0,1,1,1,0,1,1,1,9,5,0,0,0,2,2,4,1,25,0,22,11,0,0,0,60,0,10,2.3,676.1,0,0,2.55,0,6.62,1,40.8,2383.5,0,0,1.87,0,6,0,0,2.83,0,6.94,1,0,0,0,0,0,0,1,1,24,1,1,1,0,1,0,1,0,1,0,0,0,"5","1","February","3","0","1","4","0","20.9","1","3","2","3","2","2","low_spend_cust"
"2838",61,17,0,15,48,13.1,0.59,-0.53,5.7,1.74,0,5,1,12,2,2,2,0,2,0,0,0,0,0,1,5,1,0,1,22,1,0,0,0,1,0,0,0,0,0,9,1,1,0,1,1,1,1,1,32,0,21,14,8,246.29,0,61,0,12.3,2.51,782.1,1,16.5,2.8,938.85,6.84,0,0,0,1,13,2.56,820,6.71,0,0,2.93,0,7.04,0,0,0,1,1,1,1,0,1,24,1,1,1,0,1,0,1,0,1,0,0,0,"1","0","January","1","1","1","5","0","19.1","0","3","3","2","2","0","medium_spend_cust"
"2843",54,14,0,6,35,8.1,0.75,-0.29,2.09,0.74,0,1,0,-1,-1,1,2,1,1,0,0,0,0,0,0,0,-1,0,4,22,0,0,0,1,0,0,0,0,0,0,9,6,0,0,1,3,3,2,0,26,0,18,11,4,127.28,0,59,0,8.85,2.18,469.55,1,46.25,3.83,2570.35,7.85,0,0,0,1,19.25,2.96,1145,7.04,1,29.15,3.37,1777,7.48,0,0,0,1,1,1,1,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,"1","0","November","2","0","4","4","-1","-1","-1","1","3","4","1","0","medium_spend_cust"
"2853",76,15,0,17,18,12.3,0.46,-0.77,1.75,0.56,0,5,1,15,3,2,2,2,0,0,0,0,0,0,0,2,0,0,4,28,0,0,1,1,0,0,0,1,0,0,9,1,1,1,0,2,1,1,0,39,0,29,7,7,198.15,1,69,0,34.85,3.55,2418.95,0,0,2.48,0,6.7,1,38.1,2716.85,1,29,3.37,1975,7.59,0,0,2.82,0,7.2,1,0,0,0,0,0,0,0,1,26,1,1,1,0,1,1,1,0,1,0,0,0,"2","1","November","2","1","3","5","0","9","1","3","3","4","2","1","low_spend_cust"
"2854",65,16,1,19,122,18.7,0.89,-0.12,21.92,3.09,0,3,1,15,3,3,3,0,0,0,0,0,0,3,1,4,1,1,1,21,1,0,0,0,0,0,0,1,0,0,9,2,1,0,1,4,3,2,1,31,0,25,14,3,90.44,1,66,1,22.4,3.11,1448.7,1,23.5,3.16,1627.7,7.39,1,38.7,2551.3,1,11.75,2.46,765,6.64,1,60.7,4.11,3888.15,8.27,1,1,1,0,0,0,1,1,1,19,1,1,1,0,1,1,1,1,1,0,0,0,"2","0","February","1","0","1","5","1","56.8","0","2","1","4","3","3","medium_spend_cust"
"2855",34,15,1,1,31,11.9,0.78,-0.25,2.91,1.07,1,2,0,-1,-1,1,2,1,1,0,0,0,0,0,1,3,1,1,1,22,1,0,0,0,1,0,0,0,0,0,9,4,1,0,0,3,4,4,0,17,0,12,14,10,234.71,1,39,0,7.25,1.98,305.2,1,21,3.04,838.4,6.73,1,29,1052.5,0,0,2.74,0,6.35,0,0,2.64,0,6.39,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,1,0,0,1,0,0,0,"1","1","July","2","0","1","2","1","11.7","0","2","2","4","1","0","medium_spend_cust"
"2863",58,18,0,27,156,8.9,1.54,0.43,12.34,2.51,0,5,0,-1,-1,1,5,0,2,0,0,0,0,3,1,0,-1,0,10,25,0,0,0,0,0,0,1,0,0,1,1,4,0,0,1,1,2,4,0,33,1,28,12,6,336.52,1,70,0,26.45,3.28,1880.8,1,44.25,3.79,3093.1,8.04,0,0,0,1,41.5,3.73,2825,7.95,0,0,2.95,0,7.22,1,0,0,1,1,0,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0,"2","0","November","6","0","1","5","-1","-1","-1","4","2","2","1","0","medium_spend_cust"
